ans = x0 alpha lambda iteraciones punto-final
ans = (1.00, 1.00) 0.472 0.050 7050 (11.38, 24.64)
ans = (1.00, 1.00) 0.472 0.156 10000 (9.24, 20.36)
ans = (1.00, 1.00) 0.472 0.261 10000 (8.70, 17.74)
ans = (1.00, 1.00) 0.472 0.367 10000 (8.35, 16.20)
ans = (1.00, 1.00) 0.472 0.472 10000 (8.09, 15.13)
ans = (1.00, 1.00) 0.472 0.578 10000 (7.88, 14.33)
ans = (1.00, 1.00) 0.472 0.683 10000 (7.71, 13.69)
ans = (1.00, 1.00) 0.472 0.789 10000 (7.56, 13.16)
ans = (1.00, 1.00) 0.472 0.894 10000 (7.43, 12.72)
ans = (1.00, 1.00) 0.472 1.000 10000 (7.32, 12.33)
ans = (1.00, 1.00) 0.578 0.050 5782 (11.97, 24.48)
ans = (1.00, 1.00) 0.578 0.156 10000 (9.49, 21.46)
ans = (1.00, 1.00) 0.578 0.261 10000 (8.94, 18.71)
ans = (1.00, 1.00) 0.578 0.367 10000 (8.58, 17.09)
ans = (1.00, 1.00) 0.578 0.472 10000 (8.31, 15.97)
ans = (1.00, 1.00) 0.578 0.578 10000 (8.10, 15.13)
ans = (1.00, 1.00) 0.578 0.683 10000 (7.92, 14.46)
ans = (1.00, 1.00) 0.578 0.789 10000 (7.77, 13.90)
ans = (1.00, 1.00) 0.578 0.894 10000 (7.65, 13.44)
ans = (1.00, 1.00) 0.578 1.000 10000 (7.53, 13.03)
ans = (1.00, 1.00) 0.683 0.050 4906 (12.57, 24.31)
ans = (1.00, 1.00) 0.683 0.156 10000 (9.71, 22.42)
ans = (1.00, 1.00) 0.683 0.261 10000 (9.15, 19.56)
ans = (1.00, 1.00) 0.683 0.367 10000 (8.78, 17.87)
ans = (1.00, 1.00) 0.683 0.472 10000 (8.50, 16.70)
ans = (1.00, 1.00) 0.683 0.578 10000 (8.29, 15.82)
ans = (1.00, 1.00) 0.683 0.683 10000 (8.11, 15.13)
ans = (1.00, 1.00) 0.683 0.789 10000 (7.96, 14.55)
ans = (1.00, 1.00) 0.683 0.894 10000 (7.82, 14.06)
ans = (1.00, 1.00) 0.683 1.000 10000 (7.71, 13.64)
